Drug Name,Disease,Source Key
Pneumococcal 15-valent Conjugate Vaccine,toddlers against invasive disease caused by S,pneumococcal 15-valent conjugate vaccine
Pneumococcal 15-valent Conjugate Vaccine,toddlers against otitis media caused by serotypes included in the vaccine,pneumococcal 15-valent conjugate vaccine
"Zoster Vaccine Recombinant, Adjuvanted",,"zoster vaccine recombinant, adjuvanted"
Zoster Vaccine Recombinant,,zoster vaccine recombinant
Zoster Vaccine Recombinant  Adjuvanted,,zoster vaccine recombinant  adjuvanted
Shingrix,,shingrix
anifrolumab,adult patients,anifrolumab
"Allogeneic Keratinocyte Cell Line (NIKS), Seeded on Rat Collagen (BD) Conditioned with Human Dermal Fibroblasts (Clonetics)",,"allogeneic keratinocyte cell line (niks), seeded on rat collagen (bd) conditioned with human dermal fibroblasts (clonetics)"
"Allogeneic Keratinocyte Cell Line , Seeded on Rat Collagen  Conditioned with Human Dermal Fibroblasts",,"allogeneic keratinocyte cell line , seeded on rat collagen  conditioned with human dermal fibroblasts"
Allogeneic Keratinocyte Cell Line (NIKS),adults,allogeneic keratinocyte cell line (niks)
Allogeneic Keratinocyte Cell Line (NIKS),deep partial-thickness burns,allogeneic keratinocyte cell line (niks)
aducanumab,Alzheimer's disease,aducanumab
asparaginase erwinia chrysanthemi (recombinant)-rywn,older,asparaginase erwinia chrysanthemi (recombinant)-rywn
asparaginase erwinia chrysanthemi (recombinant)-rywn,in adult,asparaginase erwinia chrysanthemi (recombinant)-rywn
asparaginase erwinia chrysanthemi (recombinant)-rywn,lymphoblastic lymphoma,asparaginase erwinia chrysanthemi (recombinant)-rywn
asparaginase erwinia chrysanthemi (recombinant)-rywn,pediatric patients 1 month,asparaginase erwinia chrysanthemi (recombinant)-rywn
asparaginase erwinia chrysanthemi (recombinant)-rywn,component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia,asparaginase erwinia chrysanthemi (recombinant)-rywn
idecabtagene vicleucel,adult patients,idecabtagene vicleucel
idecabtagene vicleucel,proteasome inhibitor,idecabtagene vicleucel
idecabtagene vicleucel,immunomodulatory agent,idecabtagene vicleucel
idecabtagene vicleucel,more prior lines of therapy,idecabtagene vicleucel
idecabtagene vicleucel,refractory multiple myeloma,idecabtagene vicleucel
idecabtagene vicleucel,anti-CD38 monoclonal antibody,idecabtagene vicleucel
secukinumab,older,secukinumab
secukinumab,nr-axSpA,secukinumab
secukinumab,phototherapy,secukinumab
secukinumab,in adult patients,secukinumab
secukinumab,active psoriatic arthritis,secukinumab
secukinumab,pediatric patients 6 years,secukinumab
secukinumab,active ankylosing spondylitis,secukinumab
secukinumab,pediatric patients 2 years of age,secukinumab
secukinumab,pediatric patients 12 years of age,secukinumab
secukinumab,active enthesitis-related arthritis,secukinumab
secukinumab,moderate to severe plaque psoriasis,secukinumab
secukinumab,in pediatric patients 4 years of age,secukinumab
secukinumab,moderate to severe hidradenitis suppurativa,secukinumab
secukinumab,active non-radiographic axial spondyloarthritis,secukinumab
secukinumab,treatment of: moderate to severe plaque psoriasis,secukinumab
amivantamab-vmjw,NSCLC,amivantamab-vmjw
amivantamab-vmjw,adult patients,amivantamab-vmjw
amivantamab-vmjw,metastatic NSCLC,amivantamab-vmjw
amivantamab-vmjw,exon 19 deletions,amivantamab-vmjw
amivantamab-vmjw,whose disease has progressed on,amivantamab-vmjw
amivantamab-vmjw,exon 21 L858R substitution mutations,amivantamab-vmjw
amivantamab-vmjw,metastatic non-small cell lung cancer,amivantamab-vmjw
amivantamab-vmjw,first-line treatment of adult patients,amivantamab-vmjw
amivantamab-vmjw,as detected by an FDA-approved test [see,amivantamab-vmjw
amivantamab-vmjw,as detected by an FDA-approved test [see 1,amivantamab-vmjw
amivantamab-vmjw,single agent for the treatment of adult patients,amivantamab-vmjw
ropeginterferon alfa-2b-njft,adults,ropeginterferon alfa-2b-njft
Hepatitis B Vaccine (Recombinant),B in patients below one year of age,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),infant botulism caused by toxin type A,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),infant botulism caused by toxin types A,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),Treatment of infant botulism caused by toxin types A,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),tetanus,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),pertussis,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),whooping cough,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),beginning as early as 6 weeks of age,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),active immunization against diphtheria,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),all known subtypes of hepatitis B virus,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),poliomyelitis caused by poliovirus Types 1,hepatitis b vaccine (recombinant)
Hepatitis B Vaccine (Recombinant),3 as a three-dose primary series in infants born of HBsAg-negative mothers,hepatitis b vaccine (recombinant)
Allogeneic processed Thymus Tissue,immune reconstitution in pediatric patients,allogeneic processed thymus tissue
ranibizumab,inhibitor,ranibizumab
ranibizumab,Neovascular,ranibizumab
ranibizumab,Diabetic Retinopathy,ranibizumab
ranibizumab,Diabetic Macular Edema,ranibizumab
ranibizumab,patients with: CIMERLI,ranibizumab
ranibizumab,Age-Related Macular Degeneration,ranibizumab
ranibizumab,vascular endothelial growth factor,ranibizumab
ranibizumab,Myopic Choroidal Neovascularization,ranibizumab
ranibizumab,Macular Edema Following Retinal Vein Occlusion,ranibizumab
ranibizumab,is indicated for the treatment of patients with,ranibizumab
ranibizumab,inhibitor,ranibizumab
ranibizumab,patients with: BYOOVIZ,ranibizumab
ranibizumab,Age-Related Macular Degeneration,ranibizumab
ranibizumab,vascular endothelial growth factor,ranibizumab
ranibizumab,Myopic Choroidal Neovascularization,ranibizumab
ranibizumab,Macular Edema Following Retinal Vein Occlusion,ranibizumab
ranibizumab,is indicated for the treatment of patients with: Neovascular,ranibizumab
ranibizumab,patients,ranibizumab
ranibizumab,inhibitor medication,ranibizumab
ranibizumab,patients with: Neovascular,ranibizumab
ranibizumab,Age-related Macular Degeneration,ranibizumab
ranibizumab,inhibitor,ranibizumab
ranibizumab,Diabetic Retinopathy,ranibizumab
ranibizumab,Diabetic Macular Edema,ranibizumab
ranibizumab,patients with: LUCENTIS,ranibizumab
ranibizumab,Age-Related Macular Degeneration,ranibizumab
ranibizumab,vascular endothelial growth factor,ranibizumab
ranibizumab,Myopic Choroidal Neovascularization,ranibizumab
ranibizumab,Macular Edema Following Retinal Vein Occlusion,ranibizumab
ranibizumab,is indicated for the treatment of patients with: Neovascular,ranibizumab
ranibizumab,inhibitor,ranibizumab
ranibizumab,Diabetic Retinopathy,ranibizumab
ranibizumab,Diabetic Macular Edema,ranibizumab
ranibizumab,patients with: CIMERLI,ranibizumab
ranibizumab,Age-Related Macular Degeneration,ranibizumab
ranibizumab,vascular endothelial growth factor,ranibizumab
ranibizumab,Myopic Choroidal Neovascularization,ranibizumab
ranibizumab,Macular Edema Following Retinal Vein Occlusion,ranibizumab
ranibizumab,is indicated for the treatment of patients with: Neovascular,ranibizumab
ranibizumab,inhibitor,ranibizumab
ranibizumab,patients with: BYOOVIZ,ranibizumab
ranibizumab,Age-Related Macular Degeneration,ranibizumab
ranibizumab,vascular endothelial growth factor,ranibizumab
ranibizumab,Myopic Choroidal Neovascularization,ranibizumab
ranibizumab,Macular Edema Following Retinal Vein Occlusion,ranibizumab
ranibizumab,is indicated for the treatment of patients with: Neovascular,ranibizumab
tisotumab vedotin-tftv,adult patients,tisotumab vedotin-tftv
tisotumab vedotin-tftv,metastatic cervical cancer,tisotumab vedotin-tftv
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,IV epithelial ovarian,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,primary peritoneal cancer,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,treatment of: Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic non-squamous non-small cell lung cancer,bevacizumab
bevacizumab,primary peritoneal cancer following initial surgical resection,bevacizumab
bevacizumab,primary peritoneal cancer who received no more than 2 prior chemotherapy regimens,bevacizumab
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,treatment of: Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic non–squamous non–small cell lung cancer,bevacizumab
bevacizumab,primary peritoneal cancer who received no more than 2 prior chemotherapy regimens,bevacizumab
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,IV epithelial ovarian,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,primary peritoneal cancer,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,treatment of: Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic non–squamous non–small cell lung cancer,bevacizumab
bevacizumab,primary peritoneal cancer following initial surgical resection,bevacizumab
bevacizumab,primary peritoneal cancer who received no more than 2 prior chemotherapy regimens,bevacizumab
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,treatment of: Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic non–squamous non–small cell lung cancer,bevacizumab
bevacizumab,primary peritoneal cancer who received no more than 2 prior chemotherapy regimens,bevacizumab
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,treatment of,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,IV epithelial ovarian,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,primary peritoneal cancer,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,metastatic non–squamous non–small cell lung cancer,bevacizumab
bevacizumab,primary peritoneal cancer following initial surgical resection,bevacizumab
bevacizumab,primary peritoneal cancer who received no more than 2 prior chemotherapy regimens,bevacizumab
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,IV epithelial ovarian,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,primary peritoneal cancer,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,metastatic hepatocellular carcinoma,bevacizumab
bevacizumab,treatment of: Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic non–squamous non–small cell lung cancer,bevacizumab
bevacizumab,primary peritoneal cancer following initial surgical resection,bevacizumab
bevacizumab,primary peritoneal cancer who received no more than 2 prior chemotherapy regimens,bevacizumab
bevacizumab,NSCLC,bevacizumab
bevacizumab,first-,bevacizumab
bevacizumab,patients,bevacizumab
bevacizumab,recurrent,bevacizumab
bevacizumab,fallopian tube,bevacizumab
bevacizumab,in combination,bevacizumab
bevacizumab,locally advanced,bevacizumab
bevacizumab,second-line treatment,bevacizumab
bevacizumab,recurrent glioblastoma,bevacizumab
bevacizumab,metastatic cervical cancer,bevacizumab
bevacizumab,Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic renal cell carcinoma,bevacizumab
bevacizumab,first-line treatment of patients,bevacizumab
bevacizumab,second-line treatment of patients,bevacizumab
bevacizumab,treatment of: Metastatic colorectal cancer,bevacizumab
bevacizumab,metastatic non–squamous non–small cell lung cancer,bevacizumab
