Ingredient,Matched_GSRS_Name,UNII,Substance_Class,GSRS_Status,Query_Used,Match_Type,All_Classes,Formula,SMILES
CYTARABINE,CYTARABINE,04079A1RDZ,chemical,approved,CYTARABINE,exact_full,chemical,C9H13N3O5,c1cn([C@H]2[C@H]([C@@H]([C@@H](CO)O2)O)O)c(=O)nc1N
CYTARABINE; DAUNORUBICIN,CYTARABINE | Daunorubicin,04079A1RDZ | ZS7284E0ZP,chemical,approved | approved,CYTARABINE; DAUNORUBICIN,"combination(exact_full,exact_full)",chemical,,
DABIGATRAN ETEXILATE MESYLATE,Dabigatran etexilate mesylate,SC7NUW5IIT,chemical,approved,DABIGATRAN ETEXILATE MESYLATE,exact_full,chemical,C34H41N7O5.CH4O3S,CCCCCCOC(=O)NC(=N)c1ccc(cc1)NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4.CS(=O)(=O)O
DABRAFENIB MESYLATE,DABRAFENIB MESYLATE,B6DC89I63E,chemical,approved,DABRAFENIB MESYLATE,exact_full,chemical,C23H20F3N5O2S2.CH4O3S,CC(C)(C)c1nc(-c2cccc(c2F)NS(=O)(=O)c3c(cccc3F)F)c(-c4ccnc(N)n4)s1.CS(=O)(=O)O
DACARBAZINE,DACARBAZINE,7GR28W0FJI,chemical,approved,DACARBAZINE,exact_full,chemical,C6H10N6O,CN(C)/N=N/c1c(C(=O)N)nc[nH]1
DACOMITINIB,DACOMITINIB,5092U85G58,chemical,approved,DACOMITINIB,exact_full,chemical,C24H25ClFN5O2.H2O,COc1cc2c(cc1NC(=O)/C=C/CN3CCCCC3)c(ncn2)Nc4ccc(c(c4)Cl)F.O
DACTINOMYCIN,DACTINOMYCIN,1CC1JFE158,chemical,approved,DACTINOMYCIN,exact_full,chemical,C62H86N12O16,CC(C)[C@@H]1C(=O)N2CCC[C@@]2([H])C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C)[C@@H](C(=O)N1)NC(=O)c3ccc(C)c4c3nc-5c(c(c(=O)c(C)c5o4)N)C(=O)N[C@H]6[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]7([H])CCCN7C(=O)[C@@H](C(C)C)NC6=O
DALBAVANCIN HYDROCHLORIDE,Dalbavancin hydrochloride,33WDQ7T81E,mixture,approved,DALBAVANCIN HYDROCHLORIDE,exact_full,mixture,,
DALFAMPRIDINE,Dalfampridine,BH3B64OKL9,chemical,approved,DALFAMPRIDINE,exact_full,chemical,C5H6N2,c1cnccc1N
DALTEPARIN SODIUM,DALTEPARIN SODIUM,12M44VTJ7B,polymer,FAILED,DALTEPARIN SODIUM,exact_full,polymer,,
DANAZOL,DANAZOL,N29QWW3BUO,chemical,approved,DANAZOL,exact_full,chemical,C22H27NO2,C#C[C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=Cc5c(C[C@]4(C)[C@@]3([H])CC[C@@]21C)cno5)O
DANICOPAN,Danicopan,JM8C1SFX0U,chemical,approved,DANICOPAN,exact_full,chemical,C26H23BrFN7O3,CC(=O)c1c2cc(ccc2n(CC(=O)N3C[C@@H](C[C@H]3C(=O)Nc4cccc(Br)n4)F)n1)-c5cnc(C)nc5
DANTROLENE SODIUM,DANTROLENE SODIUM,287M0347EV,chemical,approved,DANTROLENE SODIUM,exact_full,chemical,2C14H9N4O5.2Na.7H2O,c1cc(ccc1-c2ccc(/C=N/N3CC(=O)[N-]C3=O)o2)[N+](=O)[O-].c1cc(ccc1-c2ccc(/C=N/N3CC(=O)[N-]C3=O)o2)[N+](=O)[O-].[Na+].[Na+].O.O.O.O.O.O.O
DAPAGLIFLOZIN,Dapagliflozin,1ULL0QJ8UC,chemical,approved,DAPAGLIFLOZIN,exact_full,chemical,C21H25ClO6,CCOc1ccc(cc1)Cc2cc(ccc2Cl)[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O
DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,Dapagliflozin | Metformin hydrochloride,1ULL0QJ8UC | 786Z46389E,chemical,approved | approved,DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,Dapagliflozin | SAXAGLIPTIN HYDROCHLORIDE,1ULL0QJ8UC | Z8J84YIX6L,chemical,approved | approved,DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,"combination(exact_full,exact_full)",chemical,,
DAPSONE,Dapsone,8W5C518302,chemical,approved,DAPSONE,exact_full,chemical,C12H12N2O2S,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N
DAPTOMYCIN,DAPTOMYCIN,NWQ5N31VKK,chemical,approved,DAPTOMYCIN,exact_full,chemical,C72H101N17O26,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@@H](C)OC(=O)[C@H](CC(=O)c4ccccc4N)NC(=O)[C@]([H])([C@H](C)CC(=O)O)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC3=O
DARIDOREXANT HYDROCHLORIDE,DARIDOREXANT HYDROCHLORIDE,9X9581N56R,chemical,approved,DARIDOREXANT HYDROCHLORIDE,exact_full,chemical,C23H23ClN6O2.ClH,Cc1c(ccc2c1nc([C@]3(C)CCCN3C(=O)c4cc(ccc4-n5nccn5)OC)[nH]2)Cl.Cl
DARIFENACIN HYDROBROMIDE,DARIFENACIN HYDROBROMIDE,CR02EYQ8GV,chemical,approved,DARIFENACIN HYDROBROMIDE,exact_full,chemical,C28H30N2O2.BrH,c1ccc(cc1)C(c2ccccc2)([C@@H]3CCN(CCc4ccc5c(CCO5)c4)C3)C(=O)N.Br
DAROLUTAMIDE,DAROLUTAMIDE,X05U0N2RCO,chemical,approved,DAROLUTAMIDE,exact_full,chemical,C19H19ClN6O2,C[C@@H](Cn1ccc(-c2ccc(C#N)c(c2)Cl)n1)NC(=O)c3cc(C(C)O)[nH]n3
DARUNAVIR,Darunavir,YO603Y8113,chemical,approved,DARUNAVIR,exact_full,chemical,C27H37N3O7S,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@]3([H])[C@@]2([H])CCO3)O)S(=O)(=O)c4ccc(cc4)N
DASATINIB,Dasatinib,RBZ1571X5H,chemical,approved,DASATINIB,exact_full,chemical,C22H26ClN7O2S.H2O,Cc1cccc(c1NC(=O)c2cnc(Nc3cc(nc(C)n3)N4CCN(CC4)CCO)s2)Cl.O
DAUNORUBICIN HYDROCHLORIDE,Daunorubicin Hydrochloride,UD984I04LZ,chemical,approved,DAUNORUBICIN HYDROCHLORIDE,exact_full,chemical,C27H29NO10.ClH,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@@]2([H])C[C@@](Cc3c2c(c4c(C(=O)c5cccc(c5C4=O)OC)c3O)O)(C(=O)C)O)N)O.Cl
DECITABINE,Decitabine,776B62CQ27,chemical,approved,DECITABINE,exact_full,chemical,C8H12N4O4,C1[C@@H]([C@@H](CO)O[C@H]1n2cnc(N)nc2=O)O
DEFERASIROX,Deferasirox,V8G4MOF2V9,chemical,approved,DEFERASIROX,exact_full,chemical,C21H15N3O4,c1ccc(c(c1)-c2nc(-c3ccccc3O)n(-c4ccc(cc4)C(=O)O)n2)O
DEFERIPRONE,DEFERIPRONE,2BTY8KH53L,chemical,approved,DEFERIPRONE,exact_full,chemical,C7H9NO2,Cc1c(c(=O)ccn1C)O
DEFEROXAMINE MESYLATE,Deferoxamine Mesylate,V9TKO7EO6K,chemical,approved,DEFEROXAMINE MESYLATE,exact_full,chemical,C25H48N6O8.CH4O3S,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O
DEFIBROTIDE SODIUM,DEFIBROTIDE SODIUM,L7CHH2B2J0,polymer,FAILED,DEFIBROTIDE SODIUM,exact_full,polymer,,
DEFLAZACORT,Deflazacort,KR5YZ6AE4B,chemical,approved,DEFLAZACORT,exact_full,chemical,C25H31NO6,CC1=N[C@]2(C(=O)COC(=O)C)[C@@]([H])(C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@H](C[C@@]32C)O)O1
DEGARELIX ACETATE,DEGARELIX ACETATE,I18S89P20R,chemical,approved,DEGARELIX ACETATE,exact_full,chemical,C82H103ClN18O16.C2H4O2.H2O,CC(C)C[C@@H](C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@]1([H])C(=O)N[C@H](C)C(=O)N)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc5cccnc5)NC(=O)[C@@H](Cc6ccc(cc6)Cl)NC(=O)[C@@H](Cc7ccc8ccccc8c7)NC(=O)C.CC(=O)O.O
DEHYDRATED ALCOHOL,Alcohol,3K9958V90M,chemical,approved,DEHYDRATED ALCOHOL,exact_full,chemical,C2H6O,CCO
DELAFLOXACIN MEGLUMINE,DELAFLOXACIN MEGLUMINE,N7V53U4U4T,chemical,approved,DELAFLOXACIN MEGLUMINE,exact_full,chemical,C18H12ClF3N4O4.C7H17NO5,c1c2c(c(c(c1F)N3CC(C3)O)Cl)n(cc(c2=O)C(=O)O)-c4c(cc(c(N)n4)F)F.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
DELGOCITINIB,Delgocitinib,9L0Q8KK220,chemical,approved,DELGOCITINIB,exact_full,chemical,C16H18N6O,C[C@H]1CN(C(=O)CC#N)[C@@]21CCN(C2)c3c4cc[nH]c4ncn3
DEMECLOCYCLINE HYDROCHLORIDE,DEMECLOCYCLINE HYDROCHLORIDE,29O079NTYT,chemical,approved,DEMECLOCYCLINE HYDROCHLORIDE,exact_full,chemical,C21H21ClN2O8.ClH,CN(C)[C@H]1[C@]2([H])C[C@@]3([H])C(=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)C(=O)c4c(ccc(c4[C@H]3O)Cl)O.Cl
DEOXYCHOLIC ACID,Deoxycholic acid,005990WHZZ,chemical,approved,DEOXYCHOLIC ACID,exact_full,chemical,C24H40O4,C[C@H](CCC(=O)O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@@H](CC[C@]4(C)[C@@]3([H])C[C@@H]([C@]12C)O)O
DESFLURANE,Desflurane,CRS35BZ94Q,chemical,approved,DESFLURANE,exact_full,chemical,C3H2F6O,C(C(F)(F)F)(F)OC(F)F
DESIPRAMINE HYDROCHLORIDE,DESIPRAMINE HYDROCHLORIDE,1Y58DO4MY1,chemical,approved,DESIPRAMINE HYDROCHLORIDE,exact_full,chemical,C18H22N2.ClH,CNCCCN1c2ccccc2CCc3ccccc31.Cl
DESLORATADINE,Desloratadine,FVF865388R,chemical,approved,DESLORATADINE,exact_full,chemical,C19H19ClN2,c1cc2CCc3cc(ccc3C(=C4CCNCC4)c2nc1)Cl
DESLORATADINE; PSEUDOEPHEDRINE SULFATE,Desloratadine | PSEUDOEPHEDRINE SULFATE,FVF865388R | Y9DL7QPE6B,chemical,approved | approved,DESLORATADINE; PSEUDOEPHEDRINE SULFATE,"combination(exact_full,exact_full)",chemical,,
DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,XB13HYU18U,chemical,approved,DESMOPRESSIN ACETATE,exact_full,chemical,C46H64N14O12S2.C2H4O2.3H2O,c1ccc(cc1)C[C@H]2C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CSSCCC(=O)N[C@@H](Cc3ccc(cc3)O)C(=O)N2)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)N.CC(=O)O.O.O.O
DESOGESTREL; ETHINYL ESTRADIOL,DESOGESTREL | ETHINYL ESTRADIOL,81K9V7M3A3 | 423D2T571U,chemical,approved | approved,DESOGESTREL; ETHINYL ESTRADIOL,"combination(exact_full,exact_full)",chemical,,
DESONIDE,Desonide,J280872D1O,chemical,approved,DESONIDE,exact_full,chemical,C24H32O6,CC1(C)O[C@]2([H])C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@H](C[C@]3(C)[C@]2(C(=O)CO)O1)O
DESOXIMETASONE,DESOXIMETASONE,4E07GXB7AU,chemical,approved,DESOXIMETASONE,exact_full,chemical,C22H29FO4,C[C@@H]1C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@H]1C(=O)CO)O)F
DESVENLAFAXINE,DESVENLAFAXINE,NG99554ANW,chemical,approved,DESVENLAFAXINE,exact_full,chemical,C16H25NO2,CN(C)CC(c1ccc(cc1)O)C2(CCCCC2)O
DESVENLAFAXINE SUCCINATE,DESVENLAFAXINE SUCCINATE,ZB22ENF0XR,chemical,approved,DESVENLAFAXINE SUCCINATE,exact_full,chemical,C16H25NO2.C4H6O4.H2O,CN(C)CC(c1ccc(cc1)O)C2(CCCCC2)O.C(CC(=O)O)C(=O)O.O
DEUCRAVACITINIB,Deucravacitinib,N0A21N6RAU,chemical,approved,DEUCRAVACITINIB,exact_full,chemical,C20H22N8O3,C([2H])([2H])([2H])NC(=O)c1c(cc(NC(=O)C2CC2)nn1)Nc3cccc(c3OC)-c4ncn(C)n4
DEURUXOLITINIB PHOSPHATE,Deuruxolitinib Phosphate,8VJ43S4LCM,chemical,approved,DEURUXOLITINIB PHOSPHATE,exact_full,chemical,C17H18N6.H3O4P,C1([2H])([2H])C([2H])([2H])C([2H])([2H])C(C1([2H])[2H])[C@@H](CC#N)n2cc(cn2)-c3c4cc[nH]c4ncn3.OP(=O)(O)O
DEUTETRABENAZINE,DEUTETRABENAZINE,P341G6W9NB,chemical,approved,DEUTETRABENAZINE,exact_full,chemical,C19H27NO3,CC(C)C[C@H]1CN2CCc3cc(c(cc3[C@]2([H])CC1=O)OC([2H])([2H])[2H])OC([2H])([2H])[2H]
DEUTIVACAFTOR; TEZACAFTOR; VANZACAFTOR CALCIUM,DEUTIVACAFTOR | TEZACAFTOR | Vanzacaftor Calcium,SHA6U5FJZL | 8RW88Y506K | SXG3YFW4BW,chemical,approved | approved | approved,DEUTIVACAFTOR; TEZACAFTOR; VANZACAFTOR CALCIUM,"combination(exact_full,exact_full,exact_full)",chemical,,
DEXAMETHASONE,Dexamethasone,7S5I7G3JQL,chemical,approved,DEXAMETHASONE,exact_full,chemical,C22H29FO5,C[C@@H]1C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@]1(C(=O)CO)O)O)F
DEXAMETHASONE SODIUM PHOSPHATE,Dexamethasone Sodium Phosphate,AI9376Y64P,chemical,approved,DEXAMETHASONE SODIUM PHOSPHATE,exact_full,chemical,C22H28FO8P.2Na,C[C@@H]1C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@]1(C(=O)COP(=O)([O-])[O-])O)O)F.[Na+].[Na+]
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,Dexamethasone | Neomycin sulfate | Polymyxin B sulfate,7S5I7G3JQL | 057Y626693 | 19371312D4,mixture,approved | approved | approved,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,"combination(exact_full,exact_full,exact_full)",chemical | mixture,,
DEXAMETHASONE; TOBRAMYCIN,Dexamethasone | Tobramycin,7S5I7G3JQL | VZ8RRZ51VK,chemical,approved | approved,DEXAMETHASONE; TOBRAMYCIN,"combination(exact_full,exact_full)",chemical,,
DEXCHLORPHENIRAMINE MALEATE,Dexchlorpheniramine maleate,B10YD955QW,chemical,approved,DEXCHLORPHENIRAMINE MALEATE,exact_full,chemical,C16H19ClN2.C4H4O4,CN(C)CC[C@@H](c1ccc(cc1)Cl)c2ccccn2.C(=C/C(=O)O)/C(=O)O
DEXLANSOPRAZOLE,Dexlansoprazole,UYE4T5I70X,chemical,approved,DEXLANSOPRAZOLE,exact_full,chemical,C16H14F3N3O2S,Cc1c(C[S@+](c2[nH]c3ccccc3n2)[O-])nccc1OCC(F)(F)F
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,1018WH7F9I,chemical,approved,DEXMEDETOMIDINE HYDROCHLORIDE,exact_full,chemical,C13H16N2.ClH,Cc1cccc(c1C)[C@H](C)c2cnc[nH]2.Cl
DEXMETHYLPHENIDATE HYDROCHLORIDE,DEXMETHYLPHENIDATE HYDROCHLORIDE,1678OK0E08,chemical,approved,DEXMETHYLPHENIDATE HYDROCHLORIDE,exact_full,chemical,C14H19NO2.ClH,COC(=O)[C@H](c1ccccc1)[C@@]2([H])CCCCN2.Cl
DEXMETHYLPHENIDATE HYDROCHLORIDE; SERDEXMETHYLPHENIDATE CHLORIDE,DEXMETHYLPHENIDATE HYDROCHLORIDE | SERDEXMETHYLPHENIDATE CHLORIDE,1678OK0E08 | FN54BT298Y,chemical,approved | approved,DEXMETHYLPHENIDATE HYDROCHLORIDE; SERDEXMETHYLPHENIDATE CHLORIDE,"combination(exact_full,exact_full)",chemical,,
