Ingredient,Trade_Name(s),Disease_Category,Duration_Class,DF_Route(s),Earliest_Approval,Latest_Approval,NDA_Count,ANDA_Count,Generic_Competitor_Count,Patent_Count,Latest_Patent_Expiry,Patent_Expiry_Year,Has_Blocking_Exclusivity,Exclusivity_Codes,Latest_Exclusivity_Date,Applicant(s)
NIZATIDINE,AXID AR | NIZATIDINE,GI,CHRONIC,CAPSULE;ORAL | TABLET;ORAL,1996-05-09,2005-09-15,1,3,6,0,,,No,,,DR REDDYS LABORATORIES LTD | EPIC PHARMA LLC | HALEON US HOLDINGS LLC | WATSON LABORATORIES INC
OMEPRAZOLE MAGNESIUM,OMEPRAZOLE MAGNESIUM | PRILOSEC | PRILOSEC OTC,GI,CHRONIC,"CAPSULE, DELAYED RELEASE;ORAL | FOR SUSPENSION, DELAYED RELEASE;ORAL | TABLET, DELAYED RELEASE;ORAL",2003-06-20,2025-08-07,2,6,6,0,,,No,,,ASTRAZENECA PHARMACEUTICALS LP | AUROBINDO PHARMA LTD | AZURITY PHARMACEUTICALS SWITZERLAND GMBH | DEXCEL PHARMA TECHNOLOGIES LTD | DR REDDYS LABORATORIES LTD | HETERO LABS LTD UNIT III | MARKSANS PHARMA LTD | P AND L DEVELOPMENT LLC
BALSALAZIDE DISODIUM,BALSALAZIDE DISODIUM | COLAZAL,GI,CHRONIC,CAPSULE;ORAL,2000-07-18,2025-04-03,1,5,5,4,2027-02-24,2027,No,,,APOTEX INC | CARNEGIE PHARMACEUTICALS LLC | HIKMA PHARMACEUTICALS USA INC | NOVITIUM PHARMA LLC | VALEANT PHARMACEUTICALS INTERNATIONAL | ZYDUS LIFESCIENCES GLOBAL FZE
ESOMEPRAZOLE SODIUM,ESOMEPRAZOLE SODIUM,GI,CHRONIC,INJECTABLE;INTRAVENOUS,2017-03-06,2025-01-08,0,4,5,0,,,No,,,DEVA HOLDING AS | EPIC PHARMA LLC | GLAND PHARMA LTD | SLATE RUN PHARMACEUTICALS LLC
SULFASALAZINE,AZULFIDINE | AZULFIDINE EN-TABS | SULFASALAZINE,GI,CHRONIC,"TABLET, DELAYED RELEASE;ORAL | TABLET;ORAL",1983-04-06,2025-11-04,1,5,5,0,,,No,,,CHARTWELL PHARMA SCIENCE LLC | NUVO PHAMACEUTICALS INC | PFIZER INC | RISING PHARMA HOLDINGS INC | WATSON LABORATORIES INC
FAMOTIDINE; IBUPROFEN,IBUPROFEN AND FAMOTIDINE,GI,CHRONIC,TABLET;ORAL,2021-08-03,2025-02-20,0,4,4,0,,,No,,,ALKEM LABORATORIES LTD | ASCENT PHARMACEUTICALS INC | PH HEALTH LTD | ZYDUS LIFESCIENCES LTD
LANREOTIDE ACETATE,LANREOTIDE ACETATE | SOMATULINE DEPOT,GI,CHRONIC,SOLUTION;SUBCUTANEOUS,2007-08-30,2024-05-21,2,1,3,0,,,No,,,INVAGEN PHARMACEUTICALS INC | IPSEN PHARMA BIOTECH SAS
CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE,GI,CHRONIC,SOLUTION;ORAL,1994-12-22,1997-10-28,0,2,2,0,,,No,,,CHARTWELL MOLECULAR HOLDINGS LLC | PAI HOLDINGS LLC DBA PHARMACEUTICAL ASSOCIATES INC
ELAGOLIX SODIUM,ORILISSA,GI,CHRONIC,TABLET;ORAL,2018-07-23,2018-07-23,1,0,0,9,2040-08-27,2040,No,,,ABBVIE INC
"ELAGOLIX SODIUM,ESTRADIOL,NORETHINDRONE ACETATE; ELAGOLIX SODIUM",ORIAHNN (COPACKAGED),GI,CHRONIC,CAPSULE;ORAL,2020-05-29,2020-05-29,1,0,0,7,2040-08-27,2040,No,,,ABBVIE INC
LINACLOTIDE,LINZESS,GI,CHRONIC,CAPSULE;ORAL,2012-08-30,2017-01-25,1,0,0,14,2034-02-16,2034,Yes,NPP | PED,2029-05-04,ABBVIE INC
OLSALAZINE SODIUM,DIPENTUM,GI,CHRONIC,CAPSULE;ORAL,1990-07-31,1990-07-31,1,0,0,0,,,No,,,MYLAN SPECIALTY LP A VIATRIS CO
PLECANATIDE,TRULANCE,GI,CHRONIC,TABLET;ORAL,2017-01-19,2017-01-19,1,0,0,10,2034-06-05,2034,No,,,SALIX PHARMACEUTICALS INC
GEMCITABINE HYDROCHLORIDE,AVGEMSI | GEMCITABINE HYDROCHLORIDE | INLEXZO,Infectious,CHRONIC,INJECTABLE;INJECTION | SOLUTION;INTRAVENOUS | SYSTEM;INTRAVESICAL,2010-11-15,2025-09-09,3,16,35,5,2034-08-19,2034,No,NP,2028-09-09,"AVYXA HOLDINGS LLC | DR REDDYS LABORATORIES LTD | FRESENIUS KABI USA LLC | GLAND PHARMA LTD | HIKMA PHARMACEUTICALS INTERNATIONAL LTD | HOSPIRA INC | HOSPIRA WORLDWIDE, INC | JANSSEN BIOTECH INC | JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD | MEITHEAL PHARMACEUTICALS INC | MYLAN LABORATORIES LTD | SAGENT PHARMACEUTICALS INC | SHILPA MEDICARE LTD | SUN PHARMACEUTICAL INDUSTRIES LTD | TEYRO LABS PRIVATE LTD"
DAPSONE,ACZONE | DAPSONE,Infectious,LONG-TERM,GEL;TOPICAL | TABLET;ORAL,2005-07-07,2026-02-26,2,20,25,1,2033-11-18,2033,No,,,ACTAVIS LLC | ALEMBIC PHARMACEUTICALS LTD | ALMIRALL LLC | AMNEAL PHARMACEUTICALS LLC | AUROBINDO PHARMA LTD | COSETTE PHARMACEUTICALS NC LABORATORIES LLC | ENCUBE ETHICALS PRIVATE LTD | EVEREST LIFE SCIENCES LLC | MYLAN PHARMACEUTICALS INC | NOVITIUM PHARMA LLC | RISING PHARMA HOLDINGS INC | SOLIS PHARMACEUTICALS INC | SUN PHARMA CANADA INC | TORRENT PHARMACEUTICALS LTD | TP ANDA HOLDINGS LLC | ZYDUS LIFESCIENCES GLOBAL FZE | ZYDUS LIFESCIENCES LTD
DARUNAVIR,DARUNAVIR | PREZISTA,Infectious,CHRONIC,SUSPENSION;ORAL | TABLET;ORAL,2008-02-25,2025-07-22,2,10,23,2,2027-06-26,2027,No,,,AMNEAL EU LTD | ANNORA PHARMA PRIVATE LTD | AUROBINDO PHARMA LTD | CIPLA LTD | DR REDDYS LABORATORIES LTD | HETERO LABS LTD UNIT III | JANSSEN PRODUCTS LP | LUPIN LTD | MSN LABORATORIES PRIVATE LTD | MYLAN PHARMACEUTICALS INC | ZYDUS LIFESCIENCES LTD
CAPECITABINE,CAPECITABINE,Infectious,CHRONIC,TABLET;ORAL,2013-09-16,2024-03-05,0,11,22,0,,,No,,,ACCORD HEALTHCARE INC | ALKEM LABORATORIES LTD | DR REDDYS LABORATORIES LTD | EUGIA PHARMA SPECIALITIES LTD | HETERO LABS LTD UNIT V | MSN LABORATORIES PRIVATE LTD | RELIANCE LIFE SCIENCES PVT LTD | RISING PHARMA HOLDING INC | SHILPA MEDICARE LTD | TEVA PHARMACEUTICALS USA INC | TEYRO LABS PRIVATE LTD
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE AND  TENOFOVIR DISOPROXIL FUMARATE | EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE | TRUVADA,Infectious,CHRONIC,TABLET;ORAL,2004-08-02,2025-03-03,1,11,22,0,,,No,,,AMNEAL PHARMACEUTICALS CO GMBH | AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | GILEAD SCIENCES INC | HETERO LABS LTD UNIT III | LAURUS LABS LTD | MACLEODS PHARMACEUTICALS LTD | PHARMOBEDIENT CONSULTING LLC | STRIDES PHARMA GLOBAL PTE LTD | TEVA PHARMACEUTICALS USA INC | ZYDUS PHARMACEUTICALS USA INC
LAMIVUDINE,EPIVIR | LAMIVUDINE,Infectious,CHRONIC,SOLUTION;ORAL | TABLET;ORAL,1995-11-17,2023-10-06,2,13,20,0,,,No,,,ANNORA PHARMA PRIVATE LTD | APOTEX INC | AUROBINDO PHARMA LTD | CHARTWELL MOLECULAR HOLDINGS LLC | CIPLA LTD | HETERO LABS LTD UNIT III | HETERO LABS LTD UNIT V | MACLEODS PHARMACEUTICALS LTD | SOMERSET THERAPEUTICS LLC | STRIDES PHARMA GLOBAL PTE LTD | VIIV HEALTHCARE CO
TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE | VIREAD,Infectious,CHRONIC,POWDER;ORAL | TABLET;ORAL,2001-10-26,2025-12-18,2,11,19,0,,,No,,,AUROBINDO PHARMA LTD | CHARTWELL LIFE MOLECULES LLC | CIPLA LTD | GILEAD SCIENCES INC | HETERO LABS LTD UNIT III | MACLEODS PHARMACEUTICALS LTD | MICRO LABS LTD | PHARMOBEDIENT CONSULTING LLC | QILU PHARMACEUTICAL CO LTD | REYOUNG CORPORATION | STRIDES PHARMA GLOBAL PTE LTD | TEVA PHARMACEUTICALS USA
DECITABINE,DECITABINE,Infectious,CHRONIC,INJECTABLE;INTRAVENOUS,2013-07-11,2025-12-19,0,16,16,0,,,No,,,ACCORD HEALTHCARE INC | CHEMI SPA | DR REDDYS LABORATORIES LTD | GLAND PHARMA LTD | HETERO LABS LTD UNIT VI | JIANGSU HANSOH PHARMACEUTICAL GROUP CO LTD | MEITHEAL PHARMACEUTICALS INC | MSN LABORATORIES PRIVATE LTD | NIVAGEN PHARMACEUTICALS INC | PHARMASCIENCE INC | QILU PHARMACEUTICAL HAINAN CO LTD | RELIANCE LIFE SCIENCES PRIVATE LTD | SAGENT PHARMACEUTICALS INC | SANDOZ INC | WOCKHARDT BIO AG | ZYDUS PHARMACEUTICALS USA INC
ENTECAVIR,BARACLUDE | ENTECAVIR,Infectious,CHRONIC,SOLUTION;ORAL | TABLET;ORAL,2005-03-29,2024-12-23,2,8,16,0,,,No,,,AMNEAL PHARMACEUTICALS | AUROBINDO PHARMA LTD | BRIGHTGENE BIO-MEDICAL TECHNOLOGY CO LTD | BRISTOL MYERS SQUIBB | CIPLA LTD | CONBA USA INC | HETERO LABS LTD UNIT V | YUNG SHIN PHARMACEUTICAL INDUSTRIAL CO LTD | ZYDUS PHARMACEUTICALS USA INC
ATAZANAVIR SULFATE,ATAZANAVIR SULFATE | REYATAZ,Infectious,CHRONIC,CAPSULE;ORAL | POWDER;ORAL,2003-06-20,2022-02-02,2,4,14,0,,,No,,,AUROBINDO PHARMA LTD | BRISTOL MYERS SQUIBB CO | HETERO LABS LTD UNIT III | LAURUS LABS LTD | TEVA PHARMACEUTICALS USA
LOPINAVIR; RITONAVIR,KALETRA | LOPINAVIR AND RITONAVIR,Infectious,CHRONIC,SOLUTION;ORAL | TABLET;ORAL,2000-09-15,2025-12-11,2,5,10,0,,,No,,,ABBVIE INC | HETERO LABS LTD UNIT III | LAURUS LABS LTD | MACLEODS PHARMACEUTICALS LTD | MICRO LABS LTD | MYLAN LABORATORIES LTD
EFAVIRENZ,EFAVIRENZ,Infectious,CHRONIC,CAPSULE;ORAL | TABLET;ORAL,2017-12-15,2024-05-10,0,6,8,0,,,No,,,AUROBINDO PHARMA LTD | CIPLA LTD | HETERO LABS LTD UNIT III | MACLEODS PHARMACEUTICALS LTD | PHARMOBEDIENT CONSULTING LLC
ISONIAZID,ISONIAZID,Infectious,LONG-TERM,INJECTABLE;INJECTION | SYRUP;ORAL | TABLET;ORAL,1983-11-10,2014-10-29,0,5,7,0,,,No,,,CHARTWELL RX SCIENCES LLC | CMP PHARMA INC | OMNIVIUM PHARMACEUTICALS LLC | SANDOZ INC | THEPHARMANETWORK LLC
LAMIVUDINE; ZIDOVUDINE,LAMIVUDINE AND ZIDOVUDINE,Infectious,CHRONIC,TABLET;ORAL,2014-02-03,2018-09-07,0,7,7,0,,,No,,,AUROBINDO PHARMA LTD | CIPLA LTD | EPIC PHARMA LLC | HETERO LABS LTD UNIT III | HETERO LABS LTD UNIT V | MACLEODS PHARMACEUTICALS LTD | PHARMOBEDIENT CONSULTING LLC
EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,"EFAVIRENZ, EMTRICITABINE, AND TENOFOVIR DISOPROXIL FUMARATE",Infectious,CHRONIC,TABLET;ORAL,2018-09-04,2022-01-24,0,6,6,0,,,No,,,AUROBINDO PHARMA LTD | CIPLA LTD | HETERO LABS LTD UNIT V | LAURUS LABS LTD | MACLEODS PHARMACEUTICALS LTD | TEVA PHARMACEUTICALS USA
MARAVIROC,MARAVIROC | SELZENTRY,Infectious,CHRONIC,SOLUTION;ORAL | TABLET;ORAL,2007-08-06,2025-05-13,2,3,6,0,,,No,,,HETERO LABS LTD UNIT III | I 3 PHARMACEUTICALS LLC | NAVINTA LLC | VIIV HEALTHCARE CO
ABACAVIR SULFATE; LAMIVUDINE,ABACAVIR SULFATE AND LAMIVUDINE,Infectious,CHRONIC,TABLET;ORAL,2017-03-28,2025-04-16,0,5,5,0,,,No,,,AUROBINDO PHARMA LTD | CHARTWELL RX SCIENCES LLC | CIPLA LTD | HETERO LABS LTD UNIT V | LAURUS LABS LTD
RITONAVIR,NORVIR | RITONAVIR,Infectious,CHRONIC,CAPSULE;ORAL | POWDER;ORAL | TABLET;ORAL,2010-02-10,2024-02-16,2,5,5,0,,,No,,,ABBVIE INC | AUROBINDO PHARMA LTD | CIPLA LTD | HETERO LABS LTD UNIT III | QUAGEN PHARMACEUTICALS LLC
ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,Infectious,CHRONIC,TABLET;ORAL,2013-08-29,2018-07-06,0,2,2,0,,,No,,,APOTEX INC | SIGMAPHARM LABORATORIES LLC
EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,"EFAVIRENZ, LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE | SYMFI",Infectious,CHRONIC,TABLET;ORAL,2018-03-22,2020-05-14,1,2,2,0,,,No,,,LAURUS LABS LTD | MYLAN LABORATORIES LTD
EMTRICITABINE,EMTRICITABINE | EMTRIVA,Infectious,CHRONIC,CAPSULE;ORAL | SOLUTION;ORAL,2003-07-02,2023-03-15,2,2,2,0,,,No,,,AUROBINDO PHARMA LTD | CIPLA LTD | GILEAD SCIENCES INC
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE,"COMPLERA | EMTRICITABINE, RILPIVIRINE AND TENOFOVIR DISOPROXIL FUMARATE",Infectious,CHRONIC,TABLET;ORAL,2011-08-10,2026-03-04,1,2,2,1,2033-01-14,2033,No,,,GILEAD SCIENCES INC | LAURUS LABS LTD | MYLAN PHARMACEUTICALS INC
FOSAMPRENAVIR CALCIUM,FOSAMPRENAVIR CALCIUM,Infectious,CHRONIC,TABLET;ORAL,2016-04-15,2019-11-20,0,2,2,0,,,No,,,MYLAN PHARMACEUTICALS INC | SUN PHARMACEUTICAL INDUSTRIES LTD
EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,"EMTRICITABINE, RILPIVIRINE, AND TENOFOVIR ALAFENAMIDE | ODEFSEY",Infectious,CHRONIC,TABLET;ORAL,2016-03-01,2026-01-30,1,1,1,4,2033-02-15,2033,No,,,APOTEX INC | GILEAD SCIENCES INC
EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,DESCOVY | EMTRICITABINE AND TENOFOVIR ALAFENAMIDE FUMARATE,Infectious,CHRONIC,TABLET;ORAL,2016-04-04,2026-04-07,1,1,1,6,2036-06-29,2036,No,M-316 | ODE-457,2029-01-07,GILEAD SCIENCES INC | MACLEODS PHARMACEUTICALS LTD
RALTEGRAVIR POTASSIUM,ISENTRESS | ISENTRESS HD | RALTEGRAVIR POTASSIUM,Infectious,CHRONIC,"POWDER;ORAL | TABLET, CHEWABLE;ORAL | TABLET;ORAL",2007-10-12,2025-05-06,3,1,1,7,2032-03-30,2032,No,,,LUPIN LTD | MERCK SHARP AND DOHME LLC A SUB OF MERCK AND CO INC
RILPIVIRINE HYDROCHLORIDE,EDURANT | EDURANT PED | RILPIVIRINE HYDROCHLORIDE,Infectious,CHRONIC,"TABLET, FOR SUSPENSION;ORAL | TABLET;ORAL",2011-05-20,2026-01-29,2,1,1,1,2037-10-23,2037,Yes,NP | NPP | PED,2027-09-15,JANSSEN PRODUCTS LP | SOMERSET THERAPEUTICS LLC
TENOFOVIR ALAFENAMIDE FUMARATE,TENOFOVIR ALAFENAMIDE | VEMLIDY,Infectious,CHRONIC,TABLET;ORAL,2016-11-10,2023-03-30,1,1,1,4,2033-02-15,2033,No,NPP,2027-03-27,GILEAD SCIENCES INC | LUPIN LTD
ABACAVIR SULFATE; DOLUTEGRAVIR SODIUM; LAMIVUDINE,TRIUMEQ | TRIUMEQ PD,Infectious,CHRONIC,"TABLET, FOR SUSPENSION;ORAL | TABLET;ORAL",2014-08-22,2022-03-30,2,0,0,4,2030-06-08,2030,Yes,PED,2026-12-15,VIIV HEALTHCARE CO
ATAZANAVIR SULFATE; COBICISTAT,EVOTAZ,Infectious,CHRONIC,TABLET;ORAL,2015-01-29,2015-01-29,1,0,0,2,2032-10-06,2032,No,,,BRISTOL MYERS SQUIBB CO
BICTEGRAVIR SODIUM; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,BIKTARVY,Infectious,CHRONIC,TABLET;ORAL,2018-02-07,2021-10-07,1,0,0,11,2036-11-08,2036,No,I-942 | M-305 | ODE-378 | ODE-468 | ODE-540,2032-07-30,GILEAD SCIENCES INC
CABOTEGRAVIR,APRETUDE,Infectious,CHRONIC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",2021-12-20,2021-12-20,1,0,0,4,2031-09-15,2031,No,,,VIIV HEALTHCARE CO
CABOTEGRAVIR SODIUM,VOCABRIA,Infectious,CHRONIC,TABLET;ORAL,2021-01-21,2021-01-21,1,0,0,2,2031-02-04,2031,No,,,VIIV HEALTHCARE CO
CABOTEGRAVIR; RILPIVIRINE,CABENUVA KIT,Infectious,CHRONIC,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",2021-01-21,2021-01-21,1,0,0,10,2040-10-01,2040,No,,,VIIV HEALTHCARE CO
CEDAZURIDINE; DECITABINE,INQOVI,Infectious,CHRONIC,TABLET;ORAL,2020-07-07,2020-07-07,1,0,0,6,2041-02-24,2041,No,ODE-316,2027-07-07,TAIHO ONCOLOGY INC
COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,SYMTUZA,Infectious,CHRONIC,TABLET;ORAL,2018-07-17,2018-07-17,1,0,0,6,2038-07-19,2038,No,,,JANSSEN PRODUCTS LP
COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,GENVOYA,Infectious,CHRONIC,TABLET;ORAL,2015-11-05,2015-11-05,1,0,0,18,2033-04-06,2033,No,,,GILEAD SCIENCES INC
COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,STRIBILD,Infectious,CHRONIC,TABLET;ORAL,2012-08-27,2012-08-27,1,0,0,14,2033-04-06,2033,No,,,GILEAD SCIENCES INC
DOLUTEGRAVIR SODIUM,TIVICAY | TIVICAY PD,Infectious,CHRONIC,"TABLET, FOR SUSPENSION;ORAL | TABLET;ORAL",2013-08-12,2020-06-12,2,0,0,4,2030-06-08,2030,No,,,VIIV HEALTHCARE CO
DOLUTEGRAVIR SODIUM; LAMIVUDINE,DOVATO,Infectious,CHRONIC,TABLET;ORAL,2019-04-08,2019-04-08,1,0,0,5,2031-01-24,2031,No,NPP,2027-04-05,VIIV HEALTHCARE CO
DOLUTEGRAVIR SODIUM; RILPIVIRINE HYDROCHLORIDE,JULUCA,Infectious,CHRONIC,TABLET;ORAL,2017-11-21,2017-11-21,1,0,0,6,2038-09-05,2038,No,,,VIIV HEALTHCARE CO
DORAVIRINE,PIFELTRO,Infectious,CHRONIC,TABLET;ORAL,2018-08-30,2018-08-30,1,0,0,1,2032-08-30,2032,No,,,MERCK SHARP AND DOHME CORP A SUB OF MERCK AND CO INC
DORAVIRINE; ISLATRAVIR,IDVYNSO,Infectious,CHRONIC,TABLET;ORAL,2026-04-20,2026-04-20,1,0,0,2,2032-08-30,2032,Yes,NCE,2031-04-20,MERCK SHARP AND DOHME LLC
DORAVIRINE; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,DELSTRIGO,Infectious,CHRONIC,TABLET;ORAL,2018-08-30,2018-08-30,1,0,0,3,2036-11-29,2036,No,,,MERCK SHARP AND DOHME CORP A SUB OF MERCK AND CO INC
LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,CIMDUO,Infectious,CHRONIC,TABLET;ORAL,2018-02-28,2018-02-28,1,0,0,0,,,No,,,MYLAN LABORATORIES LTD
LENACAPAVIR SODIUM,SUNLENCA | YEZTUGO,Infectious,CHRONIC,SOLUTION;SUBCUTANEOUS | TABLET;ORAL,2022-12-22,2025-06-18,4,0,0,7,2041-08-28,2041,Yes,NCE | NP,2028-06-18,GILEAD SCIENCES INC
LETERMOVIR,PREVYMIS,Infectious,CHRONIC,PELLETS;ORAL | SOLUTION;INTRAVENOUS | TABLET;ORAL,2017-11-08,2024-08-30,3,0,0,2,2033-02-28,2033,No,D-189 | NP | NPP | ODE* | ODE-423 | ODE-495 | ODE-497,2031-08-30,MERCK SHARP AND DOHME CORP | MERCK SHARP AND DOHME LLC
NELFINAVIR MESYLATE,VIRACEPT,Infectious,CHRONIC,TABLET;ORAL,1997-03-14,2003-04-30,2,0,0,0,,,No,,,AGOURON PHARMACEUTICALS LLC
NIRMATRELVIR; RITONAVIR,PAXLOVID (COPACKAGED),Infectious,CHRONIC,TABLET;ORAL,2023-05-25,2023-05-25,1,0,0,2,2041-10-31,2041,Yes,D-195 | NCE,2028-05-25,PFIZER INC
TIPRANAVIR,APTIVUS,Infectious,CHRONIC,CAPSULE;ORAL,2005-06-22,2005-06-22,1,0,0,0,,,No,,,BOEHRINGER INGELHEIM PHARMACEUTICALS INC
POTASSIUM CHLORIDE,KLOR-CON | KLOR-CON M10 | KLOR-CON M15 | KLOR-CON M20 | POKONZA | POTASSIUM CHLORIDE | POTASSIUM CHLORIDE 10MEQ | POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 20MEQ | POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 40MEQ | POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER | POTASSIUM CHLORIDE IN PLASTIC CONTAINER,Metabolic,CHRONIC,"CAPSULE, EXTENDED RELEASE;ORAL | FOR SOLUTION;ORAL | INJECTABLE;INJECTION | SOLUTION;ORAL | TABLET, EXTENDED RELEASE;ORAL",1985-01-25,2025-12-22,5,64,122,1,2039-03-07,2039,No,,,ACTAVIS LABORATORIES FL INC | ADARE PHARMACEUTICALS INC | AJENAT PHARMACEUTICALS LLC | AMNEAL PHARMACEUTICALS | AMNEAL PHARMACEUTICALS LLC | ANDA REPOSITORY LLC | ASCENT PHARMACEUTICALS INC | AUROBINDO PHARMA LTD | B BRAUN MEDICAL INC | BAXTER HEALTHCARE CORP | EPIC PHARMA LLC | FRESENIUS KABI USA LLC | GENUS LIFE SCIENCES INC | GENUS LIFESCIENCES INC | GLENMARK PHARMACEUTICALS LTD | GRANULES INDIA LTD | GRANULES PHARMACEUTICALS INC | GUANGZHOU NOVAKEN PHARM CO LTD | HOSPIRA INC | MACLEODS PHARMACEUTICALS LTD | NEXUS PHARMACEUTICALS LLC | NOVEL LABORATORIES INC | NOVITIUM PHARMA LLC | OTSUKA ICU MEDICAL LLC | PADAGIS US LLC | PHARMACEUTICAL ASSOCIATES INC | PHARMOBEDIENT CONSULTING LLC | PRINSTON PHARMACEUTICAL INC | QUAGEN PHARMACEUTICALS LLC | RISING PHARMA HOLDINGS INC | RUBICON RESEARCH LTD | SCIEGEN PHARMACEUTICALS INC | STRIDES PHARMA GLOBAL PTE LTD | TARO PHARMACEUTICAL INDUSTRIES LTD | TWI PHARMACEUTICALS INC | UPSHER SMITH LABORATORIES LLC | WES PHARMA INC | YICHANG HUMANWELL PHARMACEUTICAL CO LTD | ZYDUS PHARMACEUTICALS USA INC
METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,Metabolic,CHRONIC,"SOLUTION;ORAL | TABLET, EXTENDED RELEASE;ORAL | TABLET;ORAL",2002-01-24,2026-02-09,0,57,121,0,,,No,,,ACTAVIS LABORATORIES FL INC | AJANTA PHARMA LTD | ALIGNSCIENCE PHARMA INC | ALKEM LABORATORIES LTD | ANNORA PHARMA PRIVATE LTD | AUROBINDO PHARMA LTD | BIONPHARMA INC | CHARTWELL SCHEDULED LLC | CSPC OUYI PHARMACEUTICAL CO LTD | DR REDDYS LABORATORIES INC | EPIC PHARMA LLC | GLENMARK PHARMACEUTICALS LTD | GRANULES INDIA LTD | HARMAN FINOCHEM LTD | INVENTIA HEALTHCARE LTD | LAURUS LABS LTD | LUPIN LTD | MACLEODS PHARMACEUTICALS LTD | MARKSANS PHARMA LTD | MICRO LABS LTD | MPP PHARMA LLC | MYLAN PHARMACEUTICALS INC | NOSTRUM PHARMACEUTICALS LLC | NOVAST LABORATORIES LTD | PLATINUM PHARMACEUTICALS | PRINSTON PHARMACEUTICAL INC | QINGDAO BAHEAL PHARMACEUTICAL CO LTD | REGCON HOLDINGS LLC | SANDOZ INC | SAPTALIS PHARMACEUTICALS LLC | SCIEGEN PHARMACEUTICALS INC | SENORES PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA INC | UNICHEM LABORATORIES LTD | VISTAPHARM LLC | YICHANG HUMANWELL PHARMACEUTICAL CO LTD | ZYDUS HEALTHCARE USA LLC | ZYDUS LIFESCIENCES LTD | ZYDUS PHARMACEUTICALS USA INC
ATORVASTATIN CALCIUM,ATORVALIQ | ATORVASTATIN CALCIUM | LIPITOR,Metabolic,CHRONIC,SUSPENSION;ORAL | TABLET;ORAL,1996-12-17,2025-11-13,2,25,96,6,2037-06-07,2037,No,,,ACCORD HEALTHCARE INC | ALKEM LABORATORIES LTD | APOTEX INC | AUROBINDO PHARMA LTD | BIOCON PHARMA LTD | CHARTWELL RX SCIENCES LLC | CMP DEVELOPMENT LLC | DR REDDYS LABORATORIES LTD | GRAVITI PHARMACEUTICALS PRIVATE LTD | HETERO LABS LTD UNIT V | LANNETT CO INC | LAURUS LABS LTD | MACLEODS PHARMACEUTICALS LTD | MANKIND PHARMA LTD | MICRO LABS LTD INDIA | MSN LABORATORIES PRIVATE LTD | MYLAN PHARMACEUTICALS INC | SCIEGEN PHARMACEUTICALS INC | SHANDONG XINHUA PHARMACEUTICAL CO LTD | TEVA PHARMACEUTICALS INC | TEVA PHARMACEUTICALS USA | UMEDICA LABORATORIES PRIVATE LTD | UPJOHN MANUFACTURING IRELAND UNLTD | ZYDUS PHARMACEUTICALS USA INC
