Source,Drug,Brand,Disease / Indication,Disease Category,Modality,Drug Target (Gene),Annual Revenue 2024 (USD B),Dose,Frequency,Duration of Use
Purple Book,insulin aspart,NovoLog / NovoRapid / Fiasp,Type 1 diabetes mellitus,Endocrinology – Diabetes,Peptide / Hormone,INSR,2.0,~5–10 IU per meal or per 15 g carbohydrate (individualized),Before each meal,Lifelong
Purple Book,insulin aspart,NovoLog / Fiasp,Type 2 diabetes mellitus,Endocrinology – Diabetes,Peptide / Hormone,INSR,2.0,"4–10 IU per meal (starting), titrate",With meals,Lifelong (or while required)
Purple Book,insulin icodec,Awiqli,Type 2 diabetes mellitus,Endocrinology – Diabetes,Peptide / Hormone,INSR,0.1,~70% of total daily insulin dose equivalent SC,Once weekly,Lifelong
Purple Book,dulaglutide,Trulicity,Type 2 diabetes mellitus,Endocrinology – Diabetes,Fusion Protein,GLP1R,4.8,0.75 mg SC (starting); up to 4.5 mg weekly,Once weekly,Indefinite
Purple Book,dulaglutide,Trulicity,Cardiovascular risk reduction (T2DM with CVD),Endocrinology – Diabetes,Fusion Protein,GLP1R,4.8,0.75–1.5 mg SC weekly,Once weekly,Indefinite
Purple Book,somapacitan,Sogroya,Adult growth hormone deficiency (AGHD),Endocrinology – Growth,Peptide / Hormone,GHR,0.1,"1.5–8 mg SC (individualized, titrate)",Once weekly,Indefinite (adult GHD)
Purple Book,somapacitan,Sogroya,Pediatric growth hormone deficiency,Endocrinology – Growth,Peptide / Hormone,GHR,0.1,0.16 mg/kg SC weekly (titrate),Once weekly,Until adequate adult height
Purple Book,lonapegsomatropin,Skytrofa,Pediatric growth hormone deficiency,Endocrinology – Growth,Peptide / Hormone,GHR,0.1,0.24 mg/kg SC,Once weekly,Until adequate adult height (years)
Purple Book,somatrogon,Ngenla,Pediatric growth hormone deficiency,Endocrinology – Growth,Peptide / Hormone,GHR,0.1,0.66 mg/kg SC,Once weekly,Until adequate adult height (years)
Purple Book,tesamorelin,Egrifta WR,HIV-associated lipodystrophy (abdominal fat excess),Endocrinology – Metabolic,Peptide / Hormone,GHRHR,0.1,2 mg SC,Once daily,Indefinite (fat accumulates on discontinuation)
Purple Book,evinacumab,Evkeeza,Homozygous familial hypercholesterolemia (HoFH),Endocrinology – Lipid,Monoclonal Antibody,ANGPTL3,0.1,15 mg/kg IV,Every 4 weeks,Indefinite
Purple Book,lerodalcibep-liga,Lerodalcibep (Lepodisiran/approved name),LDL-C reduction (HeFH / ASCVD),Endocrinology – Lipid,Fusion Protein,PCSK9,0.05,300 mg SC,Once monthly,Indefinite
Purple Book,denosumab,Prolia,Postmenopausal osteoporosis,Bone / Metabolic,Monoclonal Antibody,TNFSF11,4.0,60 mg SC,Every 6 months,Indefinite (rebound fracture risk if stopped without follow-on therapy)
Purple Book,denosumab,Prolia,Glucocorticoid-induced osteoporosis,Bone / Metabolic,Monoclonal Antibody,TNFSF11,4.0,60 mg SC,Every 6 months,Indefinite while on glucocorticoids
Purple Book,denosumab,Prolia,Osteoporosis in men at high fracture risk,Bone / Metabolic,Monoclonal Antibody,TNFSF11,4.0,60 mg SC,Every 6 months,Indefinite
Purple Book,epoetin alfa,Epogen / Procrit,Anemia of chronic kidney disease (dialysis),Hematology – Anemia,Enzyme / Protein Replacement,EPOR,1.0,50–300 IU/kg IV/SC,3 times per week,Indefinite (until transplant or change in therapy)
Purple Book,epoetin alfa,Epogen / Procrit,Anemia of CKD (non-dialysis),Hematology – Anemia,Enzyme / Protein Replacement,EPOR,1.0,50–200 IU/kg SC,3 times per week,Indefinite
Purple Book,filgrastim,Neupogen / Granix,Severe chronic neutropenia (SCN),Hematology – Rare Blood,Enzyme / Protein Replacement,CSF3R,0.5,6–12 mcg/kg SC daily,Daily,Lifelong (congenital neutropenia)
Purple Book,lecanemab,Leqembi,Early Alzheimer's disease (mild cognitive impairment / mild AD),Neurology – Neurodegeneration,Monoclonal Antibody,APP,0.4,10 mg/kg IV,Every 2 weeks,Indefinite (ongoing amyloid clearance and monitoring)
Purple Book,aducanumab,Aduhelm,Early Alzheimer's disease,Neurology – Neurodegeneration,Monoclonal Antibody,APP,0.02,1–10 mg/kg IV (titrating protocol over ~6 months),Every 4 weeks,Indefinite
Purple Book,donanemab-azbt,Kisunla,Early symptomatic Alzheimer's disease,Neurology – Neurodegeneration,Monoclonal Antibody,APP,0.2,700 mg IV q4w ×3 doses; then 1400 mg IV,Every 4 weeks,Until amyloid plaque clearance (~12–18 months); may discontinue after clearance
Purple Book,eptinezumab-jjmr,Vyepti,Episodic migraine prevention,Neurology – Pain / Headache,Monoclonal Antibody,CALCA,0.5,100 mg IV (or 300 mg in high-frequency),Every 3 months,Indefinite (migraine is chronic)
Purple Book,eptinezumab-jjmr,Vyepti,Chronic migraine prevention,Neurology – Pain / Headache,Monoclonal Antibody,CALCA,0.5,100–300 mg IV,Every 3 months,Indefinite
Purple Book,sotatercept,Winrevair,Pulmonary arterial hypertension (PAH) – WHO Group I,Cardiovascular / Pulmonary,Fusion Protein,INHBA,0.3,0.3 mg/kg SC (titrate up to 0.7 mg/kg),Every 3 weeks,Indefinite (progressive disease)
Purple Book,sacrosidase,Sucraid,Congenital sucrase-isomaltase deficiency (CSID),Enzyme Deficiency,Enzyme / Protein Replacement,SI,0.1,1–2 mL (8500 IU/mL) per meal (weight-adjusted),With every meal,Lifelong
Purple Book,pancrelipase,Creon / Zenpep / Pancreaze,Exocrine pancreatic insufficiency (EPI),Enzyme Deficiency,Enzyme / Protein Replacement,PNLIP,1.5,500–2500 lipase IU/kg per meal (individualized),With every meal and snack,Lifelong
Purple Book,pegunigalsidase alfa,Elfabrio,Fabry disease,Enzyme Deficiency,Enzyme / Protein Replacement,GLA,0.1,1 mg/kg IV,Every 2 weeks,Lifelong
Purple Book,velmanase alfa-tycv,Lamzede,Alpha-mannosidosis,Enzyme Deficiency,Enzyme / Protein Replacement,MAN2B1,0.05,1 IU/kg IV,Every 2 weeks,Lifelong
Purple Book,olipudase alfa,Xenpozyme,Acid sphingomyelinase deficiency (ASMD / NPD-A/B),Enzyme Deficiency,Enzyme / Protein Replacement,SMPD1,0.1,3 mg/kg IV,Every 2 weeks,Lifelong
Purple Book,avalglucosidase alfa-ngpt,Nexviazyme,Late-onset Pompe disease (LOPD),Enzyme Deficiency,Enzyme / Protein Replacement,GAA,0.4,20 mg/kg IV,Every 2 weeks,Lifelong
Purple Book,cipaglucosidase alfa-atga,Pombiliti,Late-onset Pompe disease (+miglustat),Enzyme Deficiency,Enzyme / Protein Replacement,GAA,0.2,20 mg/kg IV (+ 260 mg oral miglustat 1h prior),Every 2 weeks,Lifelong
Purple Book,tividenofusp alfa-eknm,Avlayah,MPS II (Hunter syndrome),Enzyme Deficiency,Enzyme / Protein Replacement,IDS,0.05,3 mg/kg IV,Once weekly,Lifelong
Purple Book,pegzilarginase,Loargys,Arginase 1 deficiency (hyperargininemia),Enzyme Deficiency,Enzyme / Protein Replacement,ARG1,0.05,0.1 mg/kg IV (start); titrate to 0.2 mg/kg,Once weekly,Lifelong
Purple Book,alpha,Prolastin-C / Glassia,Alpha-1 antitrypsin deficiency (AATD) with emphysema,Enzyme Deficiency,Enzyme / Protein Replacement,SERPINA1,0.4,60 mg/kg IV,Once weekly,Lifelong augmentation
Purple Book,"immune globulin intravenous, human",Gammagard / Privigen / Gamunex / Flebogamma,Primary immunodeficiency disease (PIDD),Hematology – Immunodeficiency,Polyclonal Immunoglobulin,IGHG1 (polyclonal IgG),1.5,400–600 mg/kg IV,Every 3–4 weeks,Lifelong
Purple Book,"immune globulin intravenous, human",Gammagard / Privigen,Chronic inflammatory demyelinating polyneuropathy (CIDP),Neurology – Neuromuscular,Polyclonal Immunoglobulin,IGHG1 (polyclonal IgG),1.5,1–2 g/kg IV (loading); then 0.5–1 g/kg,Every 3–4 weeks,Indefinite (or until CIDP remission)
Purple Book,"immune globulin intravenous, human",Privigen / Gammagard,Immune thrombocytopenic purpura (ITP) – acute,Hematology – Rare Blood,Polyclonal Immunoglobulin,IGHG1 (polyclonal IgG),1.5,0.4–1 g/kg IV,1–3 days (acute); repeat courses PRN,As needed for platelet-stabilization
Purple Book,"immune globulin subcutaneous (human), 20% liquid",Hizentra / Cuvitru,Primary immunodeficiency disease,Hematology – Immunodeficiency,Polyclonal Immunoglobulin,IGHG1 (polyclonal IgG),0.8,~0.2–0.4 g/kg total weekly dose SC (divided),Weekly (or every 2 weeks for facilitated SC),Lifelong
Purple Book,"immune globulin subcutaneous (human), 20% liquid",Hizentra,CIDP,Neurology – Neuromuscular,Polyclonal Immunoglobulin,IGHG1 (polyclonal IgG),0.8,0.2–0.4 g/kg SC weekly,Weekly,Indefinite
Purple Book,daxibotulinumtoxina,Daxxify,Cervical dystonia,Neurology – Movement Disorder,Peptide / Hormone,SNAP25,0.15,125–250 IU IM (injected into affected muscles),Every ~24 weeks (longest-acting BoNT-A),Indefinite (repeated every ~6 months)
Purple Book,letibotulinumtoxina,Letybo,Glabellar (frown) lines,Aesthetic / Neurology,Peptide / Hormone,SNAP25,0.05,30–40 IU IM (5-point injection),Every 3–4 months,Indefinite (periodic)
Purple Book,nirsevimab,Beyfortus,RSV prevention in infants and young children,Infectious Disease – Prevention,Monoclonal Antibody,RSV F (viral),1.8,50 mg IM (<5 kg) or 100 mg IM (≥5 kg),Once per RSV season,Annual (each RSV season during high-risk years)
Purple Book,clesrovimab-cfor,Clesrovimab (approved name TBD),RSV prevention in infants (≤8 months at birth; ≤24 months at high risk),Infectious Disease – Prevention,Monoclonal Antibody,RSV F (viral),0.05,1000 mg IM,Once per RSV season,Annual during high-risk period
Purple Book,pegloticase,Krystexxa,Refractory chronic gout,Rheumatology / Metabolic,Enzyme / Protein Replacement,UOX,0.3,8 mg IV,Every 2 weeks,Until therapeutic goal (months to years; may stop if serum urate normalizes)
Purple Book,papzimeos,PAPZIMEOS (Precigen),Recurrent respiratory papillomatosis (HPV-associated),Rare / ENT,Allergen / Vaccine,HPV E6/E7 (viral),0.01,Intralesional injection (per surgical session),Repeated at each surgical debulking (~every 1–6 months),Long-term (until disease control)
Orange Book,Abacavir Sulfate; Dolutegravir Sodium; Lamivudine,TRIUMEQ,HIV infection,Infectious – HIV,chemical,"pol, P",0.71,600MG BASE; 50MG BASE … oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Abacavir Sulfate; Lamivudine,ABACAVIR SULFATE AND LAMIVUDINE,HIV infection,Infectious – HIV,chemical,"pol, P",,600MG BASE; 300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Abaloparatide,TYMLOS,Osteoporosis,Bone / Metabolic,protein,PTH1R,0.02,3.12MG/1.56ML (2MG/mL) SC,Weekly or monthly,Indefinite (lifelong maintenance)
Orange Book,Abaloparatide,TYMLOS,Menopausal / hormone therapy,Bone / Metabolic,protein,PTH1R,0.02,3.12MG/1.56ML (2MG/mL) SC,Weekly or monthly,Indefinite (lifelong maintenance)
Orange Book,Abemaciclib,VERZENIO,Breast cancer,Oncology – Solid Tumor,chemical,"CDK4, CDK6",0.63,200MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Abiraterone Acetate,ABIRATERONE ACETATE,Prostate cancer,Oncology – Solid Tumor,chemical,CYP17A1,0.01,500MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Abiraterone Acetate; Niraparib Tosylate,AKEEGA,Prostate cancer,Oncology – Solid Tumor,chemical,"CYP17A1, PARP2, PARP1",,500MG; 100MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Abrocitinib,CIBINQO,Atopic dermatitis,Oncology – Solid Tumor,chemical,JAK1,0.02,200MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Acalabrutinib,CALQUENCE,Chronic lymphocytic leukemia,Oncology – Hematologic,chemical,BTK,,100MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Acalabrutinib,CALQUENCE,Lymphoma,Oncology – Hematologic,chemical,BTK,,100MG oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Acalabrutinib Maleate,CALQUENCE,Chronic lymphocytic leukemia,Oncology – Hematologic,chemical,BTK,0.12,100MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Acalabrutinib Maleate,CALQUENCE,Lymphoma,Oncology – Hematologic,chemical,BTK,0.12,100MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Acarbose,ACARBOSE,Type 2 diabetes,Endocrinology – Diabetes,chemical,"AMY2A, MGAM",0.00,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Acarbose,ACARBOSE,Diabetes mellitus,Endocrinology – Diabetes,chemical,"AMY2A, MGAM",0.00,25MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Acebutolol Hydrochloride,ACEBUTOLOL HYDROCHLORIDE,Hypertension,Cardiovascular – Arrhythmia,chemical,ADRB1,0.00,200MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Acebutolol Hydrochloride,ACEBUTOLOL HYDROCHLORIDE,Cardiac arrhythmia,Cardiovascular – Arrhythmia,chemical,ADRB1,0.00,200MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Acetazolamide,ACETAZOLAMIDE,Hypertension,Neurology – Other,chemical,"CA1, CA2, CA12, CA4",,500MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Acetazolamide,ACETAZOLAMIDE,Heart failure,Neurology – Other,chemical,"CA1, CA2, CA12, CA4",,500MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Acetazolamide,ACETAZOLAMIDE,Diabetic nephropathy,Neurology – Other,chemical,"CA1, CA2, CA12, CA4",,500MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Acetazolamide Sodium,ACETAZOLAMIDE SODIUM,Hypertension,Neurology – Other,chemical,"CA1, CA2, CA12, CA4",,500MG BASE/VIAL,As directed,Indefinite (lifelong maintenance)
Orange Book,Acetazolamide Sodium,ACETAZOLAMIDE SODIUM,Heart failure,Neurology – Other,chemical,"CA1, CA2, CA12, CA4",,500MG BASE/VIAL,As directed,Indefinite (lifelong maintenance)
Orange Book,Acetazolamide Sodium,ACETAZOLAMIDE SODIUM,Diabetic nephropathy,Neurology – Other,chemical,"CA1, CA2, CA12, CA4",,500MG BASE/VIAL,As directed,Indefinite (lifelong maintenance)
Orange Book,Acitretin,ACITRETIN,Psoriasis,Autoimmune – Dermatology,chemical,RXRB,0.00,10MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Aclidinium Bromide,TUDORZA PRESSAIR,COPD,Respiratory – Obstructive,chemical,CHRM3,,0.4MG//inh inh,Once daily,Indefinite (lifelong maintenance)
Orange Book,Aclidinium Bromide; Formoterol Fumarate,DUAKLIR PRESSAIR,COPD,Respiratory – Obstructive,chemical,"CHRM3, ADRB2",,0.4MG//inh; 0.012MG//inh inh,Once daily,Indefinite (lifelong maintenance)
Orange Book,Adapalene,ADAPALENE,Acne,Dermatology – General,chemical,RARG,0.02,0.3% topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Adapalene; Benzoyl Peroxide,DIFFERIN EPIDUO,Acne,Dermatology – General,chemical,RARG,0.00,0.3%; 2.5% topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Adapalene; Benzoyl Peroxide; Clindamycin Phosphate,CABTREO,Acne,Dermatology – General,chemical,"RARG, rpsB",,0.15%; 3.1% … topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Adefovir Dipivoxil,ADEFOVIR DIPIVOXIL,Hepatitis B,Infectious – Hepatitis,chemical,P,0.00,10MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Afatinib Dimaleate,GILOTRIF,Non-small cell lung cancer,Oncology – Solid Tumor,chemical,"EGFR, ERBB2, ERBB4",0.01,40MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Afatinib Dimaleate,GILOTRIF,Small cell lung cancer,Oncology – Solid Tumor,chemical,"EGFR, ERBB2, ERBB4",0.01,40MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Albuterol Sulfate,ALBUTEROL SULFATE,Bronchospasm,Respiratory – Obstructive,chemical,ADRB2,0.98,0.09MG BASE//inh inh,Once daily,Indefinite (lifelong maintenance)
Orange Book,Albuterol Sulfate; Budesonide,AIRSUPRA,Asthma,Respiratory – Obstructive,chemical,"ADRB2, NR3C1",0.00,0.09MG BASE//inh; 0.08MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Albuterol Sulfate; Budesonide,AIRSUPRA,Bronchospasm,Respiratory – Obstructive,chemical,"ADRB2, NR3C1",0.00,0.09MG BASE//inh; 0.08MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Albuterol Sulfate; Ipratropium Bromide,COMBIVENT RESPIMAT,COPD,Respiratory – Obstructive,chemical,"ADRB2, CHRM3",,0.1MG BASE//inh; 0.02MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Albuterol Sulfate; Ipratropium Bromide,COMBIVENT RESPIMAT,Bronchospasm,Respiratory – Obstructive,chemical,"ADRB2, CHRM3",,0.1MG BASE//inh; 0.02MG//inh inh,Twice daily,Indefinite (lifelong maintenance)
Orange Book,Alectinib Hydrochloride,ALECENSA,Non-small cell lung cancer,Oncology – Hematologic,chemical,"ALK, RET, ALK",0.09,150MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Alectinib Hydrochloride,ALECENSA,Small cell lung cancer,Oncology – Hematologic,chemical,"ALK, RET, ALK",0.09,150MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Alectinib Hydrochloride,ALECENSA,Lymphoma,Oncology – Hematologic,chemical,"ALK, RET, ALK",0.09,150MG BASE oral,Once or twice daily,Long-term (until progression / disease control)
Orange Book,Alendronate Sodium,ALENDRONATE SODIUM,Osteoporosis,Bone / Metabolic,chemical,FDPS,0.00,70MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alendronate Sodium,ALENDRONATE SODIUM,Menopausal / hormone therapy,Bone / Metabolic,chemical,FDPS,0.00,70MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alendronate Sodium; Cholecalciferol,FOSAMAX PLUS D,Osteoporosis,Bone / Metabolic,chemical,"FDPS, VDR",,"70MG BASE; 5,600 IU oral",Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alendronate Sodium; Cholecalciferol,FOSAMAX PLUS D,Menopausal / hormone therapy,Bone / Metabolic,chemical,"FDPS, VDR",,"70MG BASE; 5,600 IU oral",Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alfuzosin Hydrochloride,ALFUZOSIN HYDROCHLORIDE,Benign prostatic hyperplasia,Urology – Prostate,chemical,ADRA1A,0.00,10MG oral,Once daily,Indefinite (lifelong maintenance)
Orange Book,Aliskiren Hemifumarate,ALISKIREN HEMIFUMARATE,Hypertension,Cardiovascular – Hypertension,chemical,REN,0.00,300MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alitretinoin,PANRETIN,Acne,Autoimmune – Dermatology,chemical,RXRB,,0.1% BASE topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alitretinoin,PANRETIN,Psoriasis,Autoimmune – Dermatology,chemical,RXRB,,0.1% BASE topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alitretinoin,PANRETIN,Photoageing,Autoimmune – Dermatology,chemical,RXRB,,0.1% BASE topical,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Allopurinol,ALLOPURINOL,Lymphoma,Metabolic – Gout,chemical,XDH,,300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Allopurinol,ALLOPURINOL,Gout,Metabolic – Gout,chemical,XDH,,300MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Allopurinol Sodium,ALLOPURINOL SODIUM,Lymphoma,Metabolic – Gout,chemical,XDH,,500MG BASE/VIAL,As directed,Indefinite (lifelong maintenance)
Orange Book,Allopurinol Sodium,ALLOPURINOL SODIUM,Gout,Metabolic – Gout,chemical,XDH,,500MG BASE/VIAL,As directed,Indefinite (lifelong maintenance)
Orange Book,Alogliptin Benzoate,NESINA,Type 2 diabetes,Endocrinology – Diabetes,chemical,DPP4,0.13,25MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alogliptin Benzoate,NESINA,Diabetes mellitus,Endocrinology – Diabetes,chemical,DPP4,0.13,25MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alogliptin Benzoate; Metformin Hydrochloride,KAZANO,Type 2 diabetes,Endocrinology – Diabetes,chemical,"DPP4, MT-ND6, GPD2",0.01,12.5MG BASE; 500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alogliptin Benzoate; Metformin Hydrochloride,KAZANO,Diabetes mellitus,Endocrinology – Diabetes,chemical,"DPP4, MT-ND6, GPD2",0.01,12.5MG BASE; 500MG oral,Once or twice daily,Indefinite (lifelong maintenance)
Orange Book,Alogliptin Benzoate; Pioglitazone Hydrochloride,OSENI,Type 2 diabetes,Endocrinology – Diabetes,chemical,"DPP4, PPARG",0.00,25MG BASE; 45MG BASE oral,Once or twice daily,Indefinite (lifelong maintenance)
